,score,text,date,title
513,8.0,좋아여 ~~~,20200419,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
514,6.0,젛습니다요,20200419,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
515,6.0,좋습니다요,20200419,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
516,4.0,저렴해서 좋아요,20200419,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
517,10.0,잘 쉬었어요,20200419,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
518,10.0,깔끔하고 좋아요,20200417,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
519,10.0,서비스도 해주고 좋았습니다,20200406,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
520,8.0,굳이에요 굳국,20200406,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
521,6.0,싸고 좋아요,20200404,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
522,6.0,싸고 좋았어요,20200404,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
523,10.0,좋앗어여 깔끔하니,20200330,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
524,10.0,ㅅㅅㅅㅅㅅ,20200328,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
525,10.0,잘 쉬다갑니다~~ㅎㅎ,20200328,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
526,8.0,"해바라기샤워기  가   연결이  안돼어 잇네요
시설에 신경  쓰셔야 할듯",20200327,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
527,10.0,조아요좋아요,20200309,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
528,10.0,가성비좋아요,20200309,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
529,8.0,가격대비 괜찮았습니다,20200305,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
530,10.0,항상깨끗해요,20200305,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
531,10.0,깨끗하고 좋아요,20200304,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
532,10.0,항상 저렴하게 잘 머무르고있습니다,20200229,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
533,10.0,좋아요~~~~~~,20200229,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
534,8.0,ㅈㅈㅈㅈㅈ,20200228,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
535,8.0,잘이용합니다,20200227,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
536,2.0,"담배냄새가....
침대 스프링도 나갔는지....다시는 안오고 싶은곳!",20200221,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
537,2.0,시설은 거기서 거기이고 진심 개빡치는게 방에 보일러안돌아가고.전기장판도없음 개추워서 디질뻔 진심개비추,20200221,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
538,6.0,좋은것이요,20200220,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
539,6.0,좋은것이에요,20200220,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
540,6.0,좋은곳이에요,20200220,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
541,10.0,나름 만족했어요,20200218,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
542,10.0,사장님 친절하시고 쉬는게 좋았어요~,20200217,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
543,10.0,좋아요!!,20200217,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
544,8.0,잘 머물다 갑니다.,20200216,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
545,2.0,그냥 여관이에요,20200209,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
546,10.0,305호  따뜻하고 깨끗해요 그리고 사장님도 친절하네요,20200209,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
547,10.0,ㅇㅇㅇㅇㅇㅇㅇ,20200208,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
548,10.0,그냥 잘만해요,20200206,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
549,6.0,바닥이 너무 차갑고 썰렁했어요ㅠㅠㅠㅠㅠㅠ,20200205,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
550,8.0,묵기좋아여,20200204,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
551,10.0,객실이 넓고 깨끗해요 주차장도 넓고 교통도 좋네요,20200204,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
552,8.0,좋아요 ㅎㅎ,20200204,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
553,8.0,좋아요 친절하시고,20200204,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
554,10.0,잘 쉬다갑니다,20200125,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
555,2.0,컴퓨터도 안되고 와이파이도 느리거나 안되고.. 정말 잠만 자다 보낸 하루...,20200125,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
556,6.0,잘쉬엇다가요,20200123,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
557,4.0,좋은 추억이 있는 모텔인데..사장님이 신경좀 쓰셔얄거같아요~,20200120,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
558,8.0,반전의 반전.. 좋아요..,20200117,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
559,8.0,모텔촌에 위치하고 있고 주변 모텔들에 비하면 낡은편이었는데 지내기 나쁘지 않았습니다,20200117,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
560,10.0,여긴 진짜 가성비 갑입니다,20200117,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
561,10.0,잘 쉬다가요^^,20200116,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
562,4.0,ㅠㅠㅠㅠㅠ,20200116,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
563,10.0,좋았습니당,20200112,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
564,6.0,깔끔하고 정말 좋았습니다 !!,20200111,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
565,10.0,잘쉬다갑니다,20200111,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
566,4.0,청결핮  못함 ㅠㅠ  담배냄새 ㅠㅠ침대 위에  머리카락 ㅠㅠ,20200110,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
567,10.0,잘쉬다가요,20200110,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
568,10.0,잘쉬고갑니다,20200109,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
569,8.0,무난합니다,20200109,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
570,6.0,방도따뜻하거 좋아용ㅇ ㅎㅎㄹ,20200108,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
571,10.0,좋아요오오,20200108,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
572,10.0,좋아요오~,20191231,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
573,10.0,다음에 또 방문할게요,20191231,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
574,10.0,좋아요~~,20191231,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
575,8.0,"주차장도 무지넓고
사장님 겁나 친절하시구^^
마지막으로 방도 크고 넓어서
좋습니다^^ㅎㅎㅎㅎ 가성비짱!!",20191230,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
576,8.0,"주변 접근성이나 위치는 좋은데 청소상태는
걍 그래요.",20191230,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
577,8.0,ㅅㅅㅅㅅㅅ,20191229,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
578,6.0,좋았ㅅ스빈드,20191229,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
579,8.0,좋앜스비니ㅏㄷ,20191229,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
580,10.0,주말에 저렴한 가격에 이용하기 좋았어요. 시설은 오래되어 보이나 사용하는데 지장은 없었어요.,20191229,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
581,10.0,시설도 나쁘지 않고 편안하게 잤네요,20191226,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
582,10.0,감사랍니자,20191226,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
583,10.0,충전기 때문에 민증 맡긴거 두고갔었는데 친절히 찾아주셨어요,20191225,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
584,10.0,"가격 엄청 저렴했고 다 적당히 좋아서 가성비 좋았어용
근데 이불이 조금 더러웠습니다~",20191225,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
585,10.0,주1회씩은 여기 가는것 같아요,20191223,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
586,10.0,좋앗어요 ~,20191222,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
587,10.0,잘 쉬었다갑니다,20191221,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
588,10.0,좋았습니다~,20191220,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
589,10.0,괜찮네여.,20191218,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
590,10.0,싼맛에이용햇어요,20191208,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
591,4.0,시설이 미흡한것들이있네요,20191208,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
592,10.0,좋아용ㅋㅋ,20191207,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
593,6.0,전주병원 바로 뒷편이예요 ㅠㅠ,20191206,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
594,10.0,먼지가 조금 많았던거 빼고 괜찮았습니다.,20191205,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
595,10.0,시간도길게주고좋음,20191205,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
596,8.0,여사장님이 너무 친절하셔서 좋았어용 ~~,20191204,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
597,4.0,ㅃㅃㅃㅂㅈㅂ,20191203,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
598,10.0,ㄱ늿ㄷㄴㅅㄷ,20191203,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
599,6.0,ㅅㅅㅅㅅㅅ,20191123,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
600,8.0,잘쉬다갑니다,20191123,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
601,10.0,잘쉬다갑니다,20191123,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
602,10.0,쪼아용쪼아용,20191121,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
603,10.0,전기장판덕분에 따뜻하게 잘 잤습니다~,20191121,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
604,10.0,잘 쉬다갑니다,20191120,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
605,10.0,만족합니다,20191120,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
606,10.0,"1. 내부시설은 그렇게 훌륭하지 않습니다 그렇다고 나쁘지도 않구요 평균은 됩니다
2. 방의 크기는 매우 만족합니다
3. 화장실에 있을건 다있으나 저희 방만 그랬는지 
변기물이 잘 안내려가더군요
4. 주변 관광지나 맛집에 접근성이 좋아요
5. 결론은 가성비 괜찮습니다 
이상 솔직한 후기입니다",20191110,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
607,10.0,"1. 내부 시설은 요즘 모텔같이 좋지 않습니다
그렇다고 나쁘지도 않습니다
2. 방의 크기는 매우 만족합니다
3. 위치는 좋아요 주변 맛집들도 많구요 
4. 재방문 의사를 묻는다면 다시 방문하고 싶습니다
이상 솔직한 후기입니다",20191110,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
608,8.0,"넓고 좋았습니다!
사장님 친절
침대는 좀 딱딱",20191110,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
609,10.0,"진짜 방 따뜻하고 좋았어요
샤워기만 바꿔주면 맨날 올듯 
물에서 냄새나는 것같아요",20191110,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
610,10.0,깨끗하고 친절해요,20191110,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
611,6.0,또오고싶어요,20191109,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
612,10.0,잘쉬다갑니다,20191109,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
613,10.0,감사합니다,20191108,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
614,10.0,깔끔 탁월한 선택~,20191107,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
615,10.0,ㅏ븡ㅊㅅㄱㅅㄱㄴ,20191103,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
616,8.0,아주좋아요,20191103,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
617,6.0,"세면대에 곰팡이만 없음 좋겠어요ㅠ
방은깨끗하고 괜찮아요!",20191102,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
618,10.0,깨끗하고 좋네요ㅎ,20191101,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
619,10.0,시설도 좋고 사장님도 친절하시고 좋아요,20191031,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
620,10.0,너무좋습니다,20191030,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
621,10.0,ㅇㅁㅁ으ㅡㅡㅎ,20191030,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
622,10.0,Goood,20191029,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
623,10.0,전체적으로만족합니다,20191028,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
624,10.0,만족했어요,20191016,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
625,6.0,ㅎㅎㅎㅎㅎ,20191015,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
626,10.0,넓어서좋아요,20191014,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
627,6.0,깨끘합니다,20191013,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
628,8.0,ㅅㅅㅅㅅㅅ,20191013,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
629,10.0,가격대에비해 괜찮,20191012,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
630,10.0,좋은데 변기가 좀,20191012,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
631,8.0,약간의 눅눅함 빼고는 괜찮아요,20191011,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
632,10.0,깨끗합니당,20191011,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
633,10.0,편하게 푹쉬고갑니다,20191004,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
634,6.0,"남친이랑 싸워서 못갔음 돈만버림 
다음에 언젠가 또 예약할게요",20191004,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
635,8.0,잘 다녀왔습니다,20191003,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
636,2.0,먼지가너무많았어요 발바닥을보니 먼지가아주...청소를잘안하시는거같네요,20191003,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
637,8.0,잘쉬다갑니다,20191002,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
638,6.0,욕실에 곰팡이 좀!,20190930,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
639,6.0,깨끗해요요,20190930,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
640,8.0,나쁘지않습니다,20190929,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
641,8.0,사장님이 친절해용,20190929,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
642,10.0,널찍해서 좋았어요,20190913,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
643,8.0,가성비좋아요,20190913,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
644,10.0,리티이니티이니,20190910,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
645,10.0,좋아용 .,20190906,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
646,2.0,"아..그냥 최악.
전주 볼일이 있고 새벽 도착이고해서
잠만잘꺼라 싼곳 찾은 내 잘못도 있지만
뽀샵 진짜 너무하심.
기겁했던점 나열합니다.
0.엘레베이터 안에 방향제를 얼마나 뿌리셨는지
눈이 따가웠네요.
1.일반A실에 들어가자마자 방에 담배냄새에 숨이 턱 막힘.
2. 환기시키려 베란다?큰 창을 열려고 가니 누가 소변을 창틀에  봤는지..찌릉내가..
청소는 전혀 안하나봄.
3. 욕실 청결 상태가 그냥 최악.
온데 곰팡이에, 욕실슬리퍼는 신기도싫음.
심지어 변기 커버는 속에 반이 갈라져있어서
앉다가 푹 내려앉는듯한 느낌에 기겁함.
허벅지에 힘주고 엉덩이 들고 소변봄ㅡㅡ씨..

4.방에 바닥에는 심지어 물이올라와서ㅡㅡ
머 올라오는건지 덜닦은건지.
들가자마자 바닥 밟고 양말 다버림.
5. 그냥 방자체  물건들 부터 몸에 닿기가 싫음.
신랑이랑 빨리 잠이나 자고 낼 볼일보러 가자하며 누웠는데..이불, 베개에..아....냄새가..
특히 베개 냄새가 진짜 홀아비냄새?라 해야하나..
신랑이 베개 4개를 냄새를 다 맡아보더니
뒤집으니 좀 덜하다며...ㅡㅡ저는  신랑 팔이있어 베고 잤지만..아..진짜..
사장님
시설 노후되고 한걸로 절대 머라안해요.
저런 가격에 고객들도 어느정도 시설 노후정도는 예상하고 결제한답니다.
진짜 화가났던건
가격을 떠나서 여러사람이 머무르다가는 곳에
청결은 기본이 아닌가요?
정말  너무너무 기분이 나빴습니다.
기본적인 청결에 좀 신경쓰셨으면 좋겠어요.
올려놓으신 사진에 가격도 저렴이고 
오~~~이정도면?
하는 생각에 결제하는 고객들 많을것같은데요.
이런환경에서 쉬어가야함을 전혀모르는 사람들에
결제하게 하는 업주 눈속임에 정말 화가납니다.",20190902,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
647,10.0,오늘 처음 방문했는데 저렴한 가격에 사장님도 친절하시고 나름 만족합니다^^,20190901,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
648,10.0,조아여ㅕㅕ,20190830,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
649,10.0,좋아요 디게ㅎㅎ,20190830,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
650,10.0,깔끔하고 좋았어요.,20190828,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
651,10.0,조아요 ㅋㅋㅋㅋ,20190814,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
652,10.0,조아요 ㅋㄱㅋㅋㅋ,20190814,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
653,10.0,좋았스빈다아다,20190813,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
654,2.0,화장실 물이 안내려감 에어컨 안시원함,20190813,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
655,10.0,"사장님도 착하시고 방이나 이것저것 나쁘지는 않아요
좋았어요",20190812,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
656,8.0,저렴하고 괜찮아여,20190812,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
657,10.0,너무좋아요~,20190812,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
658,10.0,좋았습니다,20190812,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
659,8.0,가격 좋구요 방도 넓어요 근데 담배냄새가 좀 있어요,20190811,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
660,8.0,좋네옅 ㅇㅇ,20190807,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
661,8.0,깨끗하고 좋아요!,20190806,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
662,6.0,가격이 저렴하기는 했는데 낡아서 아쉬웠습니다,20190806,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
663,6.0,방에 물이 없었어요 ㅠㅠ,20190804,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
664,10.0,충전기필요하면 주시고 전체적으로 청결했어요 화장실 엄청 넓어요 ! 친절하고 좋습니다,20190804,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
665,2.0,"여름이라 샤워를 많이하니 수건을 더 요청했으나
써보고 아침에 다시 전화하라면서 더 주지않고 예약한방과
전혀다른방을 주더군요 바닥청소도 잘 안하는것 같은데
슬리퍼도 없고 예전에 왔을땐 이정도까진 아니었는데
다신 안갈듯싶네요",20190804,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
666,10.0,구구구구굿,20190804,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
667,4.0,수압이너무약해요,20190804,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
668,8.0,조항아아아아앙,20190803,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
669,10.0,굿굿굿굿굿,20190722,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
670,10.0,저렴하고 정말 좋아요!!,20190721,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
671,10.0,굿굿굿굿굿,20190721,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
672,4.0,환불안되는게 아쉽,20190718,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
673,10.0,건물 자체가 오래된 티는 나지만 대신 방이 넓고 청결했습니다. 깔끔하고 조용한 곳에서 푹 쉬었습니다.,20190717,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
674,2.0,에어컨작동도제대로안하고별로에요,20190715,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
675,6.0,새벽에 계신 분은 친절 하셨는데 퇴실 할 때 계신 분은 말을 너무 툭툭 뱉으신 거 같아서 좀 기분 상했지만 그래도 잘 머물다 갔어요~,20190715,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
676,10.0,넓고 담배냄새가 안나서 좋았어요~,20190714,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
677,8.0,.....,20190714,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
678,10.0,좋아요!!,20190702,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
679,6.0,"생각보다 오래된곳이네요
사진은 처음 시작할때 사진인가봐요",20190701,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
680,8.0,머물기 좋았어요,20190630,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
681,6.0,넓고 생각보다 좋은거 같아요!,20190629,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
682,8.0,깔끔하고 좋아요,20190629,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
